"Order ID","Product ID","Location ID","Sales Person ID","Customer ID","Purchase Date","Quantity","Price"
"AX13642","ENX2025","A111","EMP1020","C1167","5/26/2019","1","667"
"AX13650","ENX2047","A115","EMP1030","C1210","6/1/2019","3","290"
"AX13657","ENX2001","A121","EMP1016","C1349","12/28/2019","1","951"
"AX13658","ENX2028","A100","EMP1009","C1566","1/28/2019","1","2283"
"AX13659","ENX2081","A113","EMP1001","C1773","5/5/2019","2","1566"
"AX13666","ENX2070","A154","EMP1004","C1211","2/27/2019","2","1671"
"AX13673","ENX2001","A118","EMP1040","C1697","4/19/2019","3","951"
"AX13677","ENX2069","A140","EMP1011","C1271","10/20/2019","3","378"
"AX13678","ENX2051","A129","EMP1027","C1714","6/15/2019","2","1077"
"AX13681","ENX2091","A137","EMP1024","C1109","3/12/2019","2","368"
"AX13682","ENX2060","A165","EMP1041","C1202","4/27/2019","4","1467"
"AX13683","ENX2042","A172","EMP1028","C1708","8/5/2019","2","203"
"AX13684","ENX2065","A147","EMP1018","C1387","9/30/2019","1","2396"
"AX13685","ENX2056","A152","EMP1006","C1712","7/22/2019","3","1635"
"AX13689","ENX2007","A130","EMP1042","C1526","10/11/2019","2","1405"
"AX13690","ENX2076","A132","EMP1022","C1216","11/7/2019","1","1522"
"AX13693","ENX2034","A169","EMP1009","C1304","5/6/2019","2","871"
"AX13694","ENX2053","A147","EMP1043","C1443","12/5/2019","1","596"
"AX13697","ENX2094","A116","EMP1037","C1470","6/4/2019","4","771"
"AX13699","ENX2035","A102","EMP1034","C1708","11/17/2019","2","458"
"AX13701","ENX2056","A162","EMP1035","C1278","8/16/2019","1","1635"
"AX13702","ENX2004","A114","EMP1042","C1354","3/27/2019","4","1278"
"AX13704","ENX2081","A129","EMP1007","C1629","4/19/2019","2","1566"
"AX13705","ENX2076","A142","EMP1037","C1378","2/9/2019","3","1522"
"AX13708","ENX2084","A119","EMP1017","C1154","8/13/2019","3","1783"
"AX13713","ENX2020","A142","EMP1042","C1599","6/19/2019","1","2005"
"AX13715","ENX2099","A126","EMP1040","C1721","4/4/2019","1","1367"
"AX13721","ENX2084","A162","EMP1004","C1194","7/17/2019","4","1783"
"AX13725","ENX2008","A115","EMP1022","C1078","8/17/2019","4","315"
"AX13727","ENX2008","A123","EMP1013","C1427","9/28/2019","3","315"
"AX13729","ENX2062","A102","EMP1025","C1537","9/24/2019","1","2464"
"AX13730","ENX2081","A153","EMP1037","C1694","6/15/2019","1","1566"
"AX13734","ENX2035","A115","EMP1022","C1257","2/24/2019","3","458"
"AX13738","ENX2079","A142","EMP1012","C1503","8/31/2019","1","1725"
"AX13739","ENX2038","A111","EMP1006","C1066","9/27/2019","1","392"
"AX13744","ENX2095","A121","EMP1039","C1065","5/5/2019","2","1743"
"AX13745","ENX2038","A170","EMP1026","C1524","12/27/2019","1","392"
"AX13748","ENX2064","A165","EMP1009","C1568","11/17/2019","3","1414"
"AX13750","ENX2093","A141","EMP1025","C1262","2/27/2019","1","112"
"AX13751","ENX2100","A107","EMP1022","C1766","2/22/2019","3","799"
"AX13752","ENX2047","A104","EMP1028","C1507","8/27/2019","4","290"
"AX13753","ENX2071","A129","EMP1009","C1478","11/27/2019","3","136"
"AX13762","ENX2023","A134","EMP1019","C1736","3/28/2019","2","818"
"AX13769","ENX2034","A168","EMP1018","C1227","9/4/2019","3","871"
"AX13770","ENX2024","A120","EMP1015","C1044","1/5/2019","2","356"
"AX13772","ENX2099","A136","EMP1009","C1500","3/23/2019","3","1367"
"AX13774","ENX2020","A101","EMP1004","C1443","5/12/2019","1","2005"
"AX13776","ENX2031","A106","EMP1041","C1534","5/4/2019","1","1638"
"AX13781","ENX2007","A108","EMP1009","C1064","3/2/2019","3","1405"
"AX13783","ENX2007","A107","EMP1042","C1426","8/2/2019","3","1405"
"AX13786","ENX2023","A127","EMP1041","C1034","1/26/2019","3","818"
"AX13788","ENX2025","A112","EMP1006","C1710","1/29/2019","1","667"
"AX13789","ENX2016","A167","EMP1021","C1396","8/5/2019","1","1351"
"AX13792","ENX2012","A122","EMP1001","C1581","8/11/2019","3","1353"
"AX13793","ENX2015","A168","EMP1010","C1586","4/28/2019","2","637"
"AX13794","ENX2094","A122","EMP1011","C1411","8/1/2019","1","771"
"AX13797","ENX2091","A152","EMP1027","C1647","7/19/2019","1","368"
"AX13800","ENX2063","A173","EMP1042","C1179","8/10/2019","3","1708"
"AX13804","ENX2071","A153","EMP1042","C1676","1/5/2019","1","136"
"AX13805","ENX2066","A146","EMP1037","C1707","9/25/2019","2","2091"
"AX13810","ENX2023","A159","EMP1014","C1732","9/10/2019","3","818"
"AX13820","ENX2021","A172","EMP1011","C1800","8/24/2019","2","217"
"AX13821","ENX2031","A112","EMP1044","C1790","9/25/2019","4","1638"
"AX13822","ENX2093","A105","EMP1019","C1218","4/24/2019","2","112"
"AX13823","ENX2055","A132","EMP1018","C1688","12/28/2019","3","2495"
"AX13825","ENX2081","A142","EMP1000","C1419","11/23/2019","2","1566"
"AX13826","ENX2071","A108","EMP1002","C1345","10/16/2019","1","136"
"AX13827","ENX2068","A150","EMP1034","C1260","12/14/2019","2","1500"
"AX13828","ENX2018","A113","EMP1021","C1183","11/7/2019","1","1972"
"AX13831","ENX2079","A155","EMP1031","C1228","3/13/2019","1","1725"
"AX13834","ENX2023","A103","EMP1036","C1422","6/25/2019","3","818"
"AX13841","ENX2025","A107","EMP1000","C1154","5/8/2019","4","667"
"AX13844","ENX2002","A103","EMP1003","C1490","7/7/2019","1","847"
"AX13845","ENX2070","A148","EMP1033","C1675","11/22/2019","1","1671"
"AX13847","ENX2051","A149","EMP1004","C1428","8/3/2019","3","1077"
"AX13851","ENX2023","A105","EMP1011","C1326","9/14/2019","1","818"
"AX13853","ENX2074","A160","EMP1017","C1440","9/11/2019","1","504"
"AX13855","ENX2022","A108","EMP1027","C1290","11/25/2019","1","561"
"AX13856","ENX2045","A149","EMP1018","C1427","3/1/2019","4","556"
"AX13859","ENX2089","A109","EMP1044","C1508","6/2/2019","1","2294"
"AX13868","ENX2061","A108","EMP1012","C1357","6/21/2019","1","913"
"AX13870","ENX2025","A137","EMP1022","C1612","1/20/2019","1","667"
"AX13872","ENX2064","A150","EMP1026","C1670","7/14/2019","1","1414"
"AX13873","ENX2000","A135","EMP1030","C1267","1/29/2019","4","2241"
"AX13874","ENX2016","A154","EMP1029","C1725","6/3/2019","1","1351"
"AX13880","ENX2023","A121","EMP1031","C1227","8/29/2019","3","818"
"AX13882","ENX2016","A142","EMP1026","C1275","7/29/2019","1","1351"
"AX13883","ENX2040","A157","EMP1013","C1405","8/16/2019","1","1889"
"AX13884","ENX2012","A129","EMP1040","C1349","1/11/2019","3","1353"
"AX13885","ENX2035","A105","EMP1026","C1071","5/7/2019","1","458"
"AX13886","ENX2043","A164","EMP1000","C1590","3/21/2019","1","545"
"AX13889","ENX2092","A141","EMP1019","C1526","10/27/2019","1","1639"
"AX13892","ENX2067","A109","EMP1043","C1470","4/23/2019","3","1119"
"AX13895","ENX2069","A135","EMP1033","C1441","2/19/2019","1","378"
"AX13899","ENX2019","A141","EMP1024","C1449","3/21/2019","2","800"
"AX13901","ENX2093","A158","EMP1007","C1682","12/18/2019","1","112"
"AX13905","ENX2067","A146","EMP1027","C1640","9/13/2019","4","1119"
"AX13907","ENX2000","A148","EMP1002","C1706","10/7/2019","1","2241"
"AX13911","ENX2005","A147","EMP1012","C1036","3/6/2019","1","684"
"AX13912","ENX2036","A124","EMP1012","C1595","10/25/2019","3","1582"
"AX13915","ENX2031","A103","EMP1036","C1250","3/19/2019","3","1638"
"AX13916","ENX2014","A135","EMP1021","C1658","4/8/2019","2","1809"
"AX13917","ENX2006","A152","EMP1022","C1409","10/18/2019","2","1826"
"AX13927","ENX2019","A146","EMP1013","C1620","10/29/2019","2","800"
"AX13932","ENX2065","A128","EMP1042","C1381","10/25/2019","2","2396"
"AX13933","ENX2090","A110","EMP1017","C1244","10/21/2019","3","1338"
"AX13939","ENX2023","A115","EMP1028","C1521","5/28/2019","4","818"
"AX13942","ENX2028","A108","EMP1000","C1034","7/31/2019","3","2283"
"AX13943","ENX2025","A124","EMP1034","C1005","1/26/2019","1","667"
"AX13945","ENX2088","A142","EMP1039","C1514","9/30/2019","1","603"
"AX13946","ENX2069","A164","EMP1002","C1115","9/19/2019","3","378"
"AX13950","ENX2081","A105","EMP1006","C1484","6/30/2019","1","1566"
"AX13959","ENX2063","A114","EMP1034","C1211","1/12/2019","4","1708"
"AX13961","ENX2026","A141","EMP1040","C1655","12/27/2019","2","947"
"AX13963","ENX2045","A164","EMP1044","C1656","11/6/2019","3","556"
"AX13965","ENX2032","A143","EMP1030","C1401","10/12/2019","1","1967"
"AX13970","ENX2090","A138","EMP1042","C1335","5/22/2019","2","1338"
"AX13974","ENX2025","A165","EMP1022","C1462","7/16/2019","3","667"
"AX13977","ENX2087","A132","EMP1005","C1609","8/3/2019","3","1022"
"AX13978","ENX2066","A136","EMP1027","C1214","8/21/2019","4","2091"
"AX13979","ENX2096","A109","EMP1039","C1543","11/4/2019","1","1587"
"AX13980","ENX2046","A141","EMP1014","C1068","5/7/2019","1","2410"
"AX13981","ENX2039","A116","EMP1001","C1504","11/27/2019","1","817"
"AX13982","ENX2015","A139","EMP1028","C1514","9/19/2019","1","637"
"AX13983","ENX2040","A111","EMP1033","C1683","10/6/2019","2","1889"
"AX13985","ENX2020","A122","EMP1016","C1264","5/17/2019","2","2005"
"AX13987","ENX2096","A155","EMP1019","C1282","9/21/2019","3","1587"
"AX13988","ENX2087","A164","EMP1040","C1794","10/25/2019","1","1022"
"AX13992","ENX2077","A142","EMP1011","C1099","1/23/2019","4","530"
"AX13993","ENX2074","A167","EMP1014","C1517","12/6/2019","1","504"
"AX13998","ENX2020","A127","EMP1014","C1374","12/5/2019","1","2005"
"AX14001","ENX2019","A160","EMP1003","C1164","10/31/2019","1","800"
"AX14003","ENX2037","A123","EMP1007","C1035","5/11/2019","2","880"
"AX14005","ENX2073","A119","EMP1043","C1142","3/31/2019","3","95"
"AX14006","ENX2008","A173","EMP1024","C1288","8/21/2019","1","315"
"AX14009","ENX2020","A168","EMP1025","C1719","12/24/2019","1","2005"
"AX14016","ENX2100","A102","EMP1007","C1349","5/4/2019","2","799"
"AX14019","ENX2056","A113","EMP1009","C1147","4/21/2019","1","1635"
"AX14020","ENX2011","A169","EMP1044","C1493","9/20/2019","1","530"
"AX14021","ENX2054","A113","EMP1021","C1315","3/20/2019","1","127"
"AX14028","ENX2079","A144","EMP1022","C1294","6/3/2019","3","1725"
"AX14037","ENX2062","A113","EMP1001","C1111","11/30/2019","2","2464"
"AX14038","ENX2006","A169","EMP1018","C1538","7/21/2019","3","1826"
"AX14039","ENX2045","A140","EMP1033","C1475","12/21/2019","4","556"
"AX14043","ENX2040","A145","EMP1029","C1606","8/22/2019","3","1889"
"AX14044","ENX2036","A136","EMP1041","C1170","1/17/2019","4","1582"
"AX14045","ENX2098","A138","EMP1012","C1125","1/16/2019","1","1178"
"AX14046","ENX2056","A112","EMP1037","C1267","2/2/2019","1","1635"
"AX14049","ENX2055","A107","EMP1027","C1667","10/11/2019","4","2495"
"AX14053","ENX2095","A126","EMP1015","C1419","5/28/2019","3","1743"
"AX14054","ENX2048","A117","EMP1000","C1568","11/21/2019","4","502"
"AX14055","ENX2098","A141","EMP1006","C1724","1/11/2019","4","1178"
"AX14057","ENX2080","A103","EMP1037","C1701","10/8/2019","2","2353"
"AX14059","ENX2003","A136","EMP1015","C1778","4/4/2019","1","1783"
"AX14061","ENX2038","A139","EMP1043","C1486","2/8/2019","1","392"
"AX14069","ENX2078","A118","EMP1020","C1731","4/27/2019","1","1798"
"AX14074","ENX2079","A144","EMP1003","C1726","5/1/2019","4","1725"
"AX14077","ENX2075","A140","EMP1012","C1470","7/6/2019","2","400"
"AX14080","ENX2045","A156","EMP1014","C1084","10/10/2019","4","556"
"AX14082","ENX2099","A103","EMP1035","C1136","4/9/2019","1","1367"
"AX14083","ENX2036","A128","EMP1003","C1099","11/10/2019","3","1582"
"AX14086","ENX2059","A160","EMP1033","C1077","1/17/2019","1","1494"
"AX14087","ENX2063","A153","EMP1034","C1023","1/27/2019","3","1708"
"AX14088","ENX2078","A115","EMP1021","C1220","11/30/2019","2","1798"
"AX14099","ENX2062","A165","EMP1010","C1491","7/25/2019","3","2464"
"AX14100","ENX2044","A127","EMP1037","C1377","4/16/2019","3","886"
"AX14108","ENX2010","A111","EMP1024","C1365","7/14/2019","1","1812"
"AX14112","ENX2051","A144","EMP1025","C1254","3/19/2019","1","1077"
"AX14113","ENX2047","A160","EMP1039","C1458","11/11/2019","1","290"
"AX14115","ENX2088","A142","EMP1021","C1435","1/15/2019","1","603"
"AX14117","ENX2035","A136","EMP1001","C1389","7/25/2019","1","458"
"AX14120","ENX2005","A107","EMP1011","C1125","7/8/2019","1","684"
"AX14124","ENX2016","A141","EMP1019","C1501","1/11/2019","3","1351"
"AX14130","ENX2013","A131","EMP1007","C1346","7/24/2019","1","368"
"AX14131","ENX2073","A135","EMP1004","C1498","3/15/2019","2","95"
"AX14133","ENX2054","A164","EMP1004","C1419","4/5/2019","3","127"
"AX14137","ENX2023","A162","EMP1030","C1620","1/25/2019","1","818"
"AX14142","ENX2068","A156","EMP1019","C1101","11/19/2019","1","1500"
"AX14143","ENX2062","A155","EMP1023","C1603","2/23/2019","2","2464"
"AX14145","ENX2042","A142","EMP1023","C1636","12/1/2019","1","203"
"AX14151","ENX2019","A152","EMP1010","C1465","11/14/2019","2","800"
"AX14156","ENX2082","A136","EMP1039","C1040","5/31/2019","3","1103"
"AX14158","ENX2044","A170","EMP1000","C1497","1/5/2019","1","886"
"AX14159","ENX2087","A152","EMP1035","C1379","3/17/2019","2","1022"
"AX14161","ENX2053","A117","EMP1022","C1764","8/4/2019","1","596"
"AX14162","ENX2076","A157","EMP1033","C1232","9/26/2019","3","1522"
"AX14166","ENX2009","A101","EMP1029","C1685","11/6/2019","1","584"
"AX14169","ENX2044","A159","EMP1013","C1083","7/18/2019","1","886"
"AX14170","ENX2066","A128","EMP1003","C1285","4/19/2019","1","2091"
"AX14172","ENX2092","A141","EMP1019","C1049","9/15/2019","1","1639"
"AX14173","ENX2089","A122","EMP1035","C1344","11/27/2019","3","2294"
"AX14174","ENX2011","A165","EMP1001","C1041","9/27/2019","3","530"
"AX14175","ENX2022","A149","EMP1022","C1160","11/13/2019","1","561"
"AX14176","ENX2096","A168","EMP1000","C1120","10/8/2019","1","1587"
"AX14177","ENX2022","A155","EMP1017","C1637","8/24/2019","1","561"
"AX14179","ENX2040","A100","EMP1020","C1454","12/18/2019","3","1889"
"AX14182","ENX2013","A162","EMP1010","C1626","2/10/2019","3","368"
"AX14187","ENX2032","A123","EMP1027","C1559","7/21/2019","1","1967"
"AX14193","ENX2068","A167","EMP1006","C1497","1/7/2019","1","1500"
"AX14195","ENX2044","A112","EMP1000","C1246","12/8/2019","1","886"
"AX14196","ENX2051","A136","EMP1007","C1096","3/4/2019","1","1077"
"AX14200","ENX2083","A154","EMP1038","C1210","9/4/2019","1","2141"
"AX14201","ENX2045","A134","EMP1025","C1715","12/19/2019","3","556"
"AX14205","ENX2022","A151","EMP1036","C1465","5/22/2019","3","561"
"AX14210","ENX2044","A149","EMP1004","C1043","3/6/2019","1","886"
"AX14211","ENX2073","A151","EMP1016","C1386","11/3/2019","1","95"
"AX14214","ENX2032","A120","EMP1033","C1633","3/13/2019","3","1967"
"AX14217","ENX2053","A108","EMP1033","C1343","10/6/2019","2","596"
"AX14218","ENX2100","A130","EMP1040","C1656","2/7/2019","3","799"
"AX14224","ENX2064","A114","EMP1010","C1505","2/27/2019","1","1414"
"AX14229","ENX2039","A100","EMP1004","C1555","3/13/2019","3","817"
"AX14230","ENX2081","A154","EMP1022","C1354","3/2/2019","3","1566"
"AX14231","ENX2006","A170","EMP1023","C1786","12/11/2019","1","1826"
"AX14236","ENX2006","A141","EMP1037","C1226","9/21/2019","1","1826"
"AX14237","ENX2072","A133","EMP1026","C1543","6/28/2019","4","1887"
"AX14248","ENX2036","A139","EMP1001","C1265","7/30/2019","3","1582"
"AX14254","ENX2084","A151","EMP1041","C1770","1/31/2019","4","1783"
"AX14257","ENX2028","A129","EMP1036","C1418","6/10/2019","1","2283"
"AX14258","ENX2006","A145","EMP1021","C1668","3/3/2019","4","1826"
"AX14259","ENX2017","A150","EMP1040","C1740","4/16/2019","2","35"
"AX14260","ENX2091","A119","EMP1040","C1008","12/11/2019","1","368"
"AX14262","ENX2069","A159","EMP1043","C1276","2/10/2019","1","378"
"AX14264","ENX2015","A160","EMP1002","C1484","8/24/2019","4","637"
"AX14268","ENX2072","A130","EMP1036","C1061","8/17/2019","1","1887"
"AX14269","ENX2027","A128","EMP1002","C1501","11/15/2019","1","2497"
"AX14272","ENX2041","A118","EMP1024","C1314","10/4/2019","3","1380"
"AX14285","ENX2090","A147","EMP1015","C1538","9/4/2019","4","1338"
"AX14290","ENX2058","A114","EMP1029","C1489","11/21/2019","4","2257"
"AX14293","ENX2067","A171","EMP1015","C1170","4/14/2019","1","1119"
"AX14298","ENX2031","A137","EMP1021","C1717","3/12/2019","1","1638"
"AX14300","ENX2081","A157","EMP1001","C1294","8/15/2019","3","1566"
"AX14312","ENX2077","A146","EMP1042","C1279","7/21/2019","1","530"
"AX14313","ENX2035","A111","EMP1026","C1569","1/18/2019","4","458"
"AX14314","ENX2040","A139","EMP1017","C1428","11/11/2019","1","1889"
"AX14317","ENX2012","A142","EMP1005","C1678","12/17/2019","3","1353"
"AX14318","ENX2014","A172","EMP1020","C1450","9/26/2019","3","1809"
"AX14321","ENX2003","A102","EMP1003","C1176","2/21/2019","1","1783"
"AX14323","ENX2018","A110","EMP1044","C1577","11/30/2019","1","1972"
"AX14328","ENX2079","A127","EMP1033","C1035","1/25/2019","3","1725"
"AX14329","ENX2052","A172","EMP1014","C1594","11/20/2019","1","1526"
"AX14330","ENX2026","A140","EMP1030","C1067","7/10/2019","2","947"
"AX14333","ENX2020","A136","EMP1027","C1563","7/11/2019","2","2005"
"AX14338","ENX2046","A135","EMP1032","C1490","3/21/2019","3","2410"
"AX14340","ENX2079","A113","EMP1016","C1538","9/29/2019","2","1725"
"AX14342","ENX2068","A109","EMP1004","C1178","4/14/2019","4","1500"
"AX14344","ENX2002","A123","EMP1001","C1660","6/26/2019","4","847"
"AX14345","ENX2032","A134","EMP1042","C1668","11/7/2019","4","1967"
"AX14346","ENX2026","A115","EMP1020","C1415","7/18/2019","2","947"
"AX14347","ENX2011","A106","EMP1018","C1408","1/14/2019","1","530"
"AX14354","ENX2042","A104","EMP1024","C1195","1/10/2019","2","203"
"AX14356","ENX2067","A165","EMP1017","C1527","2/4/2019","3","1119"
"AX14361","ENX2058","A118","EMP1043","C1729","6/19/2019","2","2257"
"AX14362","ENX2100","A145","EMP1002","C1047","7/21/2019","3","799"
"AX14365","ENX2039","A119","EMP1022","C1516","11/21/2019","2","817"
"AX14366","ENX2004","A101","EMP1026","C1172","7/13/2019","2","1278"
"AX14373","ENX2003","A166","EMP1007","C1778","5/4/2019","4","1783"
"AX14374","ENX2057","A118","EMP1029","C1270","8/27/2019","3","181"
"AX14375","ENX2068","A102","EMP1039","C1083","8/31/2019","4","1500"
"AX14385","ENX2017","A150","EMP1007","C1774","3/13/2019","3","35"
"AX14388","ENX2049","A123","EMP1031","C1333","8/6/2019","3","826"
"AX14389","ENX2079","A107","EMP1010","C1584","5/12/2019","1","1725"
"AX14390","ENX2004","A101","EMP1016","C1456","5/15/2019","1","1278"
"AX14393","ENX2088","A121","EMP1031","C1780","11/14/2019","2","603"
"AX14395","ENX2011","A141","EMP1036","C1619","6/22/2019","3","530"
"AX14396","ENX2092","A126","EMP1013","C1430","4/9/2019","2","1639"
"AX14398","ENX2088","A147","EMP1035","C1777","4/5/2019","1","603"
"AX14402","ENX2042","A128","EMP1001","C1717","7/30/2019","1","203"
"AX14403","ENX2093","A115","EMP1000","C1775","6/20/2019","1","112"
"AX14405","ENX2078","A159","EMP1026","C1696","3/18/2019","2","1798"
"AX14406","ENX2084","A139","EMP1012","C1573","12/7/2019","1","1783"
"AX14409","ENX2077","A116","EMP1033","C1049","5/7/2019","4","530"
"AX14412","ENX2011","A127","EMP1007","C1028","1/14/2019","1","530"
"AX14417","ENX2066","A115","EMP1029","C1700","2/10/2019","2","2091"
"AX14422","ENX2073","A130","EMP1044","C1149","8/21/2019","1","95"
"AX14424","ENX2064","A156","EMP1002","C1750","3/30/2019","2","1414"
"AX14425","ENX2081","A140","EMP1040","C1270","7/22/2019","1","1566"
"AX14427","ENX2100","A116","EMP1002","C1142","3/4/2019","1","799"
"AX14430","ENX2018","A106","EMP1028","C1661","11/10/2019","3","1972"
"AX14434","ENX2088","A116","EMP1001","C1318","8/17/2019","1","603"
"AX14438","ENX2077","A100","EMP1011","C1513","7/7/2019","2","530"
"AX14439","ENX2026","A146","EMP1003","C1006","3/24/2019","3","947"
"AX14441","ENX2004","A110","EMP1044","C1783","2/23/2019","3","1278"
"AX14443","ENX2032","A104","EMP1037","C1356","8/29/2019","2","1967"
"AX14444","ENX2025","A140","EMP1012","C1061","12/23/2019","1","667"
"AX14449","ENX2096","A116","EMP1014","C1009","5/26/2019","2","1587"
"AX14453","ENX2090","A173","EMP1018","C1377","3/11/2019","1","1338"
"AX14458","ENX2065","A128","EMP1010","C1400","2/1/2019","1","2396"
"AX14460","ENX2071","A111","EMP1022","C1302","4/13/2019","2","136"
"AX14468","ENX2032","A119","EMP1004","C1591","12/29/2019","2","1967"
"AX14469","ENX2077","A157","EMP1011","C1220","2/24/2019","2","530"
"AX14470","ENX2065","A126","EMP1036","C1315","3/28/2019","1","2396"
"AX14471","ENX2060","A149","EMP1009","C1027","12/27/2019","1","1467"
"AX14472","ENX2043","A123","EMP1009","C1453","8/17/2019","4","545"
"AX14487","ENX2082","A151","EMP1042","C1632","3/26/2019","3","1103"
"AX14488","ENX2066","A101","EMP1027","C1174","4/21/2019","1","2091"
"AX14490","ENX2029","A101","EMP1010","C1339","2/5/2019","2","1848"
"AX14493","ENX2006","A137","EMP1007","C1193","8/15/2019","1","1826"
"AX14495","ENX2044","A122","EMP1002","C1332","7/10/2019","1","886"
"AX14500","ENX2050","A108","EMP1025","C1076","11/5/2019","3","2391"
"AX14502","ENX2075","A160","EMP1013","C1204","6/27/2019","1","400"
"AX14504","ENX2003","A147","EMP1039","C1093","8/28/2019","1","1783"
"AX14507","ENX2061","A133","EMP1012","C1755","1/21/2019","3","913"
"AX14513","ENX2064","A135","EMP1037","C1483","7/25/2019","4","1414"
"AX14514","ENX2085","A162","EMP1012","C1734","8/15/2019","1","1862"
"AX14516","ENX2079","A129","EMP1044","C1523","8/25/2019","2","1725"
"AX14519","ENX2083","A141","EMP1043","C1708","2/27/2019","2","2141"
"AX14520","ENX2010","A119","EMP1017","C1366","4/22/2019","3","1812"
"AX14522","ENX2062","A111","EMP1015","C1031","7/5/2019","2","2464"
"AX14524","ENX2095","A165","EMP1015","C1765","11/19/2019","3","1743"
"AX14526","ENX2071","A145","EMP1037","C1650","1/1/2019","1","136"
"AX14527","ENX2092","A142","EMP1010","C1678","5/7/2019","3","1639"
"AX14531","ENX2041","A106","EMP1036","C1407","11/24/2019","1","1380"
"AX14532","ENX2046","A163","EMP1004","C1442","6/7/2019","1","2410"
"AX14533","ENX2079","A128","EMP1017","C1696","6/19/2019","1","1725"
"AX14536","ENX2070","A146","EMP1029","C1543","11/22/2019","2","1671"
"AX14538","ENX2031","A168","EMP1025","C1755","9/25/2019","2","1638"
"AX14540","ENX2039","A110","EMP1002","C1271","10/8/2019","1","817"
"AX14542","ENX2033","A135","EMP1013","C1366","3/5/2019","4","2182"
"AX14544","ENX2071","A158","EMP1035","C1016","11/5/2019","1","136"
"AX14545","ENX2083","A154","EMP1020","C1697","11/10/2019","1","2141"
"AX14547","ENX2094","A155","EMP1016","C1483","9/2/2019","1","771"
"AX14551","ENX2013","A106","EMP1011","C1111","11/13/2019","2","368"
"AX14555","ENX2097","A165","EMP1035","C1011","10/31/2019","3","1052"
"AX14559","ENX2087","A164","EMP1015","C1682","12/23/2019","4","1022"
"AX14562","ENX2042","A166","EMP1044","C1562","5/11/2019","3","203"
"AX14566","ENX2076","A147","EMP1002","C1343","12/10/2019","3","1522"
"AX14567","ENX2068","A138","EMP1024","C1224","6/13/2019","1","1500"
"AX14569","ENX2068","A134","EMP1004","C1650","11/2/2019","3","1500"
"AX14571","ENX2002","A152","EMP1034","C1372","11/18/2019","1","847"
"AX14572","ENX2011","A138","EMP1041","C1195","4/22/2019","2","530"
"AX14573","ENX2087","A141","EMP1013","C1483","10/20/2019","2","1022"
"AX14574","ENX2047","A134","EMP1022","C1299","9/14/2019","1","290"
"AX14575","ENX2022","A128","EMP1004","C1570","10/9/2019","4","561"
"AX14576","ENX2077","A153","EMP1008","C1146","6/10/2019","3","530"
"AX14580","ENX2057","A172","EMP1001","C1267","4/2/2019","1","181"
"AX14581","ENX2002","A123","EMP1044","C1265","1/17/2019","4","847"
"AX14584","ENX2051","A165","EMP1027","C1634","11/30/2019","1","1077"
"AX14588","ENX2090","A144","EMP1003","C1419","9/26/2019","1","1338"
"AX14589","ENX2068","A123","EMP1042","C1268","6/9/2019","1","1500"
"AX14590","ENX2056","A155","EMP1014","C1370","7/5/2019","1","1635"
"AX14591","ENX2044","A146","EMP1026","C1469","9/15/2019","3","886"
"AX14592","ENX2066","A145","EMP1043","C1109","1/26/2019","1","2091"
"AX14595","ENX2092","A165","EMP1038","C1314","7/19/2019","1","1639"
"AX14596","ENX2083","A142","EMP1024","C1709","2/4/2019","1","2141"
"AX14599","ENX2024","A110","EMP1037","C1752","6/10/2019","1","356"
"AX14600","ENX2035","A114","EMP1030","C1762","8/18/2019","4","458"
"AX14601","ENX2024","A143","EMP1041","C1675","10/29/2019","1","356"
"AX14604","ENX2005","A146","EMP1036","C1755","8/20/2019","1","684"
"AX14605","ENX2068","A166","EMP1007","C1769","12/11/2019","2","1500"
"AX14606","ENX2012","A124","EMP1017","C1749","12/30/2019","3","1353"
"AX14610","ENX2077","A142","EMP1002","C1071","5/5/2019","4","530"
"AX14616","ENX2054","A164","EMP1004","C1760","6/25/2019","3","127"
"AX14620","ENX2097","A126","EMP1011","C1406","6/21/2019","2","1052"
"AX14622","ENX2058","A136","EMP1040","C1664","6/22/2019","1","2257"
"AX14627","ENX2002","A130","EMP1027","C1028","1/3/2019","1","847"
"AX14631","ENX2000","A100","EMP1014","C1118","6/19/2019","1","2241"
"AX14633","ENX2009","A135","EMP1040","C1253","11/3/2019","1","584"
"AX14639","ENX2072","A103","EMP1018","C1792","8/27/2019","1","1887"
"AX14641","ENX2066","A101","EMP1036","C1346","11/2/2019","3","2091"
"AX14642","ENX2068","A107","EMP1033","C1477","2/5/2019","4","1500"
"AX14644","ENX2079","A114","EMP1031","C1578","10/31/2019","3","1725"
"AX14646","ENX2083","A124","EMP1020","C1388","4/8/2019","4","2141"
"AX14648","ENX2049","A148","EMP1025","C1380","6/22/2019","1","826"
"AX14652","ENX2081","A155","EMP1043","C1265","1/8/2019","1","1566"
"AX14660","ENX2069","A100","EMP1029","C1793","10/29/2019","1","378"
"AX14662","ENX2049","A114","EMP1042","C1027","3/29/2019","3","826"
"AX14664","ENX2063","A130","EMP1022","C1509","12/9/2019","1","1708"
"AX14667","ENX2085","A160","EMP1010","C1022","9/19/2019","3","1862"
"AX14669","ENX2065","A118","EMP1002","C1722","9/9/2019","1","2396"
"AX14670","ENX2010","A130","EMP1016","C1104","1/12/2019","3","1812"
"AX14671","ENX2042","A122","EMP1010","C1383","9/1/2019","4","203"
