"Order ID","Product ID","Location ID","Sales Person ID","Customer ID","Purchase Date","Quantity","Price","",""
"AX15165","ENX2073","A163","EMP1001","C1313","3/24/2020","4","95","",""
"AX15168","ENX2081","A142","EMP1020","C1485","1/3/2020","1","1566","",""
"AX15170","ENX2023","A100","EMP1020","C1775","3/26/2020","2","818","",""
"AX15185","ENX2063","A145","EMP1033","C1182","3/22/2020","4","1708","",""
"AX15223","ENX2032","A165","EMP1035","C1629","3/2/2020","1","1967","",""
"AX15239","ENX2086","A136","EMP1029","C1194","3/1/2020","1","123","",""
"AX15245","ENX2088","A100","EMP1010","C1714","5/5/2020","3","603","",""
"AX15247","ENX2018","A108","EMP1004","C1263","4/24/2020","1","1972","",""
"AX15259","ENX2044","A126","EMP1021","C1008","5/29/2020","1","886","",""
"AX15292","ENX2059","A104","EMP1039","C1450","1/26/2020","3","1494","",""
"AX15332","ENX2076","A112","EMP1026","C1400","2/6/2020","3","1522","",""
"AX15344","ENX2020","A165","EMP1010","C1616","4/4/2020","1","2005","",""
"AX15356","ENX2054","A125","EMP1038","C1402","2/22/2020","1","127","",""
"AX15368","ENX2079","A104","EMP1002","C1641","3/13/2020","1","1725","",""
"AX15399","ENX2085","A164","EMP1020","C1096","2/28/2020","3","1862","",""
"AX15401","ENX2099","A151","EMP1027","C1330","1/29/2020","2","1367","",""
"AX15446","ENX2083","A141","EMP1038","C1034","5/11/2020","1","2141","",""
"AX15451","ENX2003","A163","EMP1008","C1478","3/13/2020","3","1783","",""
"AX15464","ENX2074","A139","EMP1011","C1669","5/14/2020","4","504","",""
"AX15467","ENX2020","A154","EMP1025","C1269","3/4/2020","1","2005","",""
"AX15468","ENX2040","A143","EMP1038","C1172","2/7/2020","1","1889","",""
"AX15474","ENX2084","A133","EMP1003","C1213","3/9/2020","1","1783","",""
"AX15477","ENX2056","A168","EMP1029","C1372","5/26/2020","1","1635","",""
"AX15495","ENX2023","A148","EMP1033","C1208","3/7/2020","1","818","",""
"AX15510","ENX2035","A157","EMP1012","C1056","4/5/2020","1","458","",""
"AX15512","ENX2022","A135","EMP1007","C1096","1/29/2020","1","561","",""
"AX15516","ENX2001","A110","EMP1017","C1555","2/15/2020","1","951","",""
"AX15522","ENX2060","A155","EMP1043","C1068","1/11/2020","4","1467","",""
"AX15531","ENX2039","A126","EMP1040","C1180","1/24/2020","3","817","",""
"AX15533","ENX2023","A143","EMP1004","C1198","4/9/2020","1","818","",""
"AX15538","ENX2098","A129","EMP1022","C1220","1/9/2020","4","1178","",""
"AX15551","ENX2026","A132","EMP1027","C1382","3/26/2020","2","947","",""
"AX15563","ENX2020","A104","EMP1039","C1080","3/27/2020","1","2005","",""
"AX15570","ENX2087","A164","EMP1041","C1593","5/10/2020","1","1022","",""
"AX15599","ENX2080","A164","EMP1043","C1359","2/10/2020","1","2353","",""
"AX15607","ENX2029","A137","EMP1025","C1043","4/11/2020","2","1848","",""
"AX15618","ENX2090","A117","EMP1021","C1296","2/10/2020","1","1338","",""
"AX15659","ENX2036","A123","EMP1044","C1260","1/3/2020","1","1582","",""
"AX15683","ENX2042","A123","EMP1015","C1109","2/29/2020","1","203","",""
"AX15707","ENX2077","A145","EMP1009","C1543","5/7/2020","3","530","",""
"AX15730","ENX2083","A156","EMP1015","C1751","3/2/2020","4","2141","",""
"AX15747","ENX2023","A136","EMP1027","C1519","5/15/2020","1","818","",""
"AX15752","ENX2002","A160","EMP1039","C1342","1/18/2020","1","847","",""
"AX15756","ENX2083","A102","EMP1011","C1538","4/30/2020","1","2141","",""
"AX15772","ENX2059","A153","EMP1040","C1688","3/4/2020","2","1494","",""
"AX15773","ENX2100","A120","EMP1013","C1634","3/19/2020","1","799","",""
"AX15775","ENX2052","A113","EMP1036","C1023","3/13/2020","1","1526","",""
"AX15789","ENX2031","A168","EMP1038","C1162","2/6/2020","2","1638","",""
"AX15802","ENX2045","A142","EMP1000","C1590","4/17/2020","1","556","",""
"AX15906","ENX2042","A170","EMP1018","C1606","1/2/2020","3","203","",""
"AX15912","ENX2011","A141","EMP1005","C1617","1/27/2020","1","530","",""
"AX15923","ENX2091","A134","EMP1013","C1480","5/21/2020","1","368","",""
"AX15929","ENX2080","A122","EMP1039","C1601","3/29/2020","1","2353","",""
"AX15934","ENX2009","A103","EMP1044","C1436","4/23/2020","2","584","",""
"AX15944","ENX2052","A119","EMP1031","C1533","1/17/2020","4","1526","",""
"AX15955","ENX2017","A157","EMP1030","C1147","5/19/2020","1","35","",""
"AX15956","ENX2003","A161","EMP1022","C1536","3/13/2020","1","1783","",""
"AX15959","ENX2061","A121","EMP1006","C1029","4/24/2020","3","913","",""
"AX15972","ENX2095","A114","EMP1013","C1113","2/12/2020","2","1743","",""
"AX15978","ENX2080","A172","EMP1031","C1361","1/10/2020","1","2353","",""
"AX16016","ENX2041","A127","EMP1038","C1606","2/27/2020","4","1380","",""
"AX16033","ENX2045","A157","EMP1017","C1133","2/23/2020","4","556","",""
"AX16053","ENX2008","A131","EMP1021","C1156","5/2/2020","1","315","",""
"AX16063","ENX2028","A164","EMP1029","C1510","4/26/2020","1","2283","",""
"AX16136","ENX2094","A130","EMP1005","C1684","3/28/2020","1","771","",""
"AX16142","ENX2055","A138","EMP1019","C1126","1/4/2020","3","2495","",""
"AX16149","ENX2001","A133","EMP1010","C1377","2/15/2020","2","951","",""
"AX16151","ENX2019","A126","EMP1012","C1774","1/13/2020","1","800","",""
"AX16161","ENX2078","A124","EMP1042","C1377","3/26/2020","3","1798","",""
"AX16169","ENX2076","A169","EMP1009","C1720","3/26/2020","1","1522","",""
"AX16182","ENX2007","A142","EMP1028","C1793","2/29/2020","3","1405","",""
"AX16195","ENX2035","A156","EMP1001","C1030","5/10/2020","1","458","",""
"AX16210","ENX2003","A125","EMP1009","C1418","2/11/2020","1","1783","",""
"AX16247","ENX2010","A102","EMP1033","C1431","3/16/2020","2","1812","",""
"AX16248","ENX2051","A170","EMP1023","C1092","4/2/2020","1","1077","",""
"AX16281","ENX2051","A100","EMP1035","C1302","2/25/2020","3","1077","",""
"AX16284","ENX2073","A124","EMP1038","C1542","3/21/2020","2","95","",""
"AX16286","ENX2091","A159","EMP1044","C1296","4/14/2020","1","368","",""
"AX16302","ENX2021","A136","EMP1004","C1185","3/6/2020","4","217","",""
"AX16337","ENX2007","A155","EMP1020","C1343","5/27/2020","3","1405","",""
"AX16338","ENX2067","A147","EMP1041","C1525","4/20/2020","1","1119","",""
"AX16361","ENX2037","A115","EMP1005","C1767","2/6/2020","1","880","",""
"AX16362","ENX2096","A135","EMP1016","C1335","4/2/2020","1","1587","",""
"AX16365","ENX2057","A100","EMP1044","C1264","2/6/2020","1","181","",""
"AX16369","ENX2081","A118","EMP1005","C1677","5/3/2020","1","1566","",""
"AX16379","ENX2005","A115","EMP1020","C1682","4/4/2020","3","684","",""
"AX16407","ENX2025","A112","EMP1022","C1663","4/25/2020","4","667","",""
"AX16414","ENX2000","A159","EMP1038","C1657","1/16/2020","3","2241","",""
"AX16439","ENX2023","A110","EMP1025","C1795","3/13/2020","1","818","",""
"AX16466","ENX2010","A111","EMP1007","C1573","1/15/2020","3","1812","",""
"AX16497","ENX2080","A172","EMP1020","C1560","1/31/2020","3","2353","",""
"AX16546","ENX2080","A117","EMP1022","C1314","3/12/2020","4","2353","",""
"AX16565","ENX2084","A136","EMP1000","C1686","4/1/2020","3","1783","",""
"AX16567","ENX2054","A118","EMP1000","C1439","2/18/2020","4","127","",""
"AX16578","ENX2088","A109","EMP1040","C1630","5/30/2020","3","603","",""
"AX16584","ENX2095","A116","EMP1018","C1281","5/20/2020","1","1743","",""
"AX16594","ENX2034","A147","EMP1044","C1561","5/26/2020","1","871","",""
"AX16611","ENX2069","A154","EMP1009","C1196","2/10/2020","3","378","",""
"AX16680","ENX2088","A129","EMP1042","C1107","2/17/2020","1","603","",""
"AX16698","ENX2057","A115","EMP1023","C1639","4/29/2020","1","181","",""
"AX16701","ENX2009","A113","EMP1002","C1777","2/1/2020","1","584","",""
"AX16706","ENX2033","A155","EMP1037","C1078","2/20/2020","3","2182","",""
"AX16716","ENX2058","A108","EMP1021","C1138","5/29/2020","1","2257","",""
"AX16719","ENX2024","A112","EMP1028","C1098","2/21/2020","3","356","",""
"AX16723","ENX2006","A121","EMP1022","C1394","1/3/2020","1","1826","",""
"AX16742","ENX2091","A134","EMP1036","C1213","4/26/2020","1","368","",""
"AX16754","ENX2082","A117","EMP1018","C1525","2/27/2020","3","1103","",""
"AX16771","ENX2005","A100","EMP1040","C1724","2/26/2020","1","684","",""
"AX16776","ENX2051","A144","EMP1027","C1098","3/30/2020","1","1077","",""
"AX16793","ENX2063","A133","EMP1041","C1794","2/12/2020","3","1708","",""
"AX16805","ENX2050","A168","EMP1026","C1192","2/29/2020","1","2391","",""
"AX16825","ENX2014","A165","EMP1007","C1596","5/21/2020","1","1809","",""
"AX16827","ENX2086","A128","EMP1022","C1408","2/21/2020","3","123","",""
"AX16831","ENX2087","A143","EMP1012","C1545","5/23/2020","1","1022","",""
"AX16887","ENX2067","A169","EMP1018","C1322","5/9/2020","1","1119","",""
"AX16937","ENX2043","A151","EMP1031","C1622","2/24/2020","3","545","",""
"AX16942","ENX2003","A154","EMP1044","C1711","5/8/2020","3","1783","",""
"AX16944","ENX2055","A127","EMP1038","C1657","2/24/2020","3","2495","",""
"AX16963","ENX2068","A140","EMP1020","C1457","1/15/2020","3","1500","",""
"AX16966","ENX2083","A117","EMP1015","C1633","3/18/2020","4","2141","",""
"AX16981","ENX2025","A149","EMP1039","C1752","1/9/2020","2","667","",""
"AX16995","ENX2087","A115","EMP1028","C1044","5/28/2020","1","1022","",""
"AX17005","ENX2066","A109","EMP1011","C1099","4/19/2020","3","2091","",""
"AX17010","ENX2082","A103","EMP1031","C1675","2/20/2020","3","1103","",""
"AX17017","ENX2021","A145","EMP1033","C1144","4/19/2020","3","217","",""
"AX17036","ENX2036","A159","EMP1020","C1209","5/8/2020","1","1582","",""
"AX17039","ENX2000","A127","EMP1013","C1692","4/26/2020","1","2241","",""
"AX17065","ENX2067","A147","EMP1024","C1325","3/27/2020","2","1119","",""
"AX17066","ENX2022","A151","EMP1024","C1481","1/23/2020","4","561","",""
"AX17075","ENX2077","A108","EMP1033","C1304","2/28/2020","1","530","",""
"AX17077","ENX2064","A114","EMP1027","C1464","5/25/2020","2","1414","",""
"AX17112","ENX2033","A106","EMP1021","C1014","5/5/2020","1","2182","",""
"AX17153","ENX2092","A112","EMP1005","C1637","1/16/2020","1","1639","",""
"AX17164","ENX2056","A130","EMP1029","C1447","4/1/2020","1","1635","",""
"AX17182","ENX2034","A113","EMP1024","C1720","2/21/2020","1","871","",""
"AX17218","ENX2066","A162","EMP1025","C1079","5/2/2020","1","2091","",""
"AX17227","ENX2059","A141","EMP1015","C1515","1/4/2020","3","1494","",""
"AX17239","ENX2065","A105","EMP1035","C1582","3/12/2020","4","2396","",""
"AX17248","ENX2048","A134","EMP1028","C1698","1/12/2020","1","502","",""
"AX17270","ENX2031","A116","EMP1042","C1279","5/8/2020","1","1638","",""
"AX17282","ENX2082","A149","EMP1044","C1788","3/16/2020","1","1103","",""
"AX17308","ENX2093","A138","EMP1033","C1199","3/25/2020","1","112","",""
"AX17326","ENX2078","A114","EMP1025","C1193","3/19/2020","3","1798","",""
"AX17328","ENX2089","A173","EMP1033","C1088","4/7/2020","1","2294","",""
"AX17346","ENX2087","A146","EMP1000","C1632","5/23/2020","3","1022","",""
"AX17359","ENX2041","A118","EMP1002","C1336","5/18/2020","1","1380","",""
"AX17367","ENX2071","A140","EMP1019","C1152","3/28/2020","2","136","",""
"AX17369","ENX2074","A132","EMP1039","C1788","2/19/2020","1","504","",""
"AX17372","ENX2065","A124","EMP1041","C1655","3/28/2020","1","2396","",""
"AX17379","ENX2068","A117","EMP1019","C1096","2/5/2020","3","1500","",""
"AX17381","ENX2039","A159","EMP1043","C1204","2/8/2020","1","817","",""
"AX17395","ENX2044","A167","EMP1018","C1333","4/13/2020","1","886","",""
"AX17408","ENX2062","A146","EMP1037","C1713","3/31/2020","2","2464","",""
"AX17442","ENX2027","A139","EMP1012","C1212","2/1/2020","3","2497","",""
"AX17476","ENX2085","A127","EMP1027","C1321","3/17/2020","4","1862","",""
"AX17482","ENX2065","A167","EMP1006","C1728","4/12/2020","1","2396","",""
"AX17483","ENX2015","A116","EMP1011","C1122","4/8/2020","1","637","",""
"AX17488","ENX2035","A126","EMP1015","C1011","2/1/2020","1","458","",""
"AX17493","ENX2073","A100","EMP1040","C1371","2/13/2020","3","95","",""
"AX17499","ENX2087","A116","EMP1010","C1147","2/5/2020","3","1022","",""
"AX17514","ENX2092","A136","EMP1017","C1454","3/21/2020","4","1639","",""
"AX17525","ENX2064","A172","EMP1039","C1161","1/24/2020","1","1414","",""
"AX17526","ENX2095","A155","EMP1028","C1590","5/17/2020","4","1743","",""
"AX17536","ENX2084","A117","EMP1023","C1101","2/5/2020","1","1783","",""
"AX17558","ENX2020","A151","EMP1030","C1351","1/23/2020","2","2005","",""
"AX17592","ENX2067","A139","EMP1019","C1627","4/8/2020","1","1119","",""
"AX17608","ENX2044","A122","EMP1006","C1450","4/1/2020","1","886","",""
"AX17632","ENX2078","A115","EMP1037","C1703","5/2/2020","4","1798","",""
"AX17648","ENX2075","A169","EMP1024","C1597","4/16/2020","1","400","",""
"AX17651","ENX2092","A111","EMP1026","C1077","3/1/2020","2","1639","",""
"AX17658","ENX2049","A111","EMP1018","C1707","2/23/2020","3","826","",""
"AX17675","ENX2051","A104","EMP1020","C1384","5/3/2020","3","1077","",""
"AX17683","ENX2017","A146","EMP1027","C1721","1/26/2020","1","35","",""
"AX17690","ENX2061","A126","EMP1003","C1049","5/3/2020","3","913","",""
"AX17717","ENX2093","A117","EMP1000","C1658","5/26/2020","2","112","",""
"AX17729","ENX2032","A113","EMP1034","C1091","4/6/2020","2","1967","",""
"AX17748","ENX2060","A163","EMP1027","C1620","5/24/2020","1","1467","",""
"AX17754","ENX2005","A115","EMP1038","C1519","5/20/2020","4","684","",""
"AX17756","ENX2019","A122","EMP1004","C1307","3/3/2020","4","800","",""
"AX17760","ENX2100","A108","EMP1037","C1469","1/28/2020","3","799","",""
"AX17787","ENX2007","A145","EMP1008","C1637","5/19/2020","1","1405","",""
"AX17792","ENX2045","A155","EMP1016","C1125","3/20/2020","1","556","",""
"AX17809","ENX2066","A111","EMP1043","C1726","3/1/2020","2","2091","",""
"AX17820","ENX2100","A168","EMP1029","C1002","1/22/2020","1","799","",""
"AX17834","ENX2058","A129","EMP1041","C1068","3/19/2020","1","2257","",""
"AX17846","ENX2078","A131","EMP1024","C1174","3/22/2020","2","1798","",""
"AX17860","ENX2044","A113","EMP1006","C1499","1/30/2020","4","886","",""
"AX17913","ENX2019","A123","EMP1036","C1000","3/21/2020","2","800","",""
"AX17977","ENX2023","A107","EMP1015","C1529","2/13/2020","1","818","",""
"AX18005","ENX2028","A138","EMP1043","C1040","4/13/2020","4","2283","",""
"AX18010","ENX2014","A131","EMP1008","C1497","4/16/2020","2","1809","",""
"AX18031","ENX2031","A144","EMP1042","C1021","3/7/2020","1","1638","",""
"AX18033","ENX2084","A108","EMP1042","C1698","3/19/2020","1","1783","",""
"AX18047","ENX2085","A168","EMP1040","C1165","2/23/2020","2","1862","",""
"AX18066","ENX2001","A149","EMP1018","C1357","5/1/2020","1","951","",""
"AX18076","ENX2052","A153","EMP1004","C1498","1/6/2020","1","1526","",""
"AX18081","ENX2069","A108","EMP1017","C1002","2/9/2020","1","378","",""
"AX18118","ENX2000","A107","EMP1030","C1296","4/25/2020","2","2241","",""
"AX18134","ENX2007","A112","EMP1023","C1576","5/20/2020","1","1405","",""
"AX18185","ENX2050","A159","EMP1004","C1692","5/10/2020","2","2391","",""
"AX18194","ENX2001","A168","EMP1016","C1604","3/12/2020","1","951","",""
"AX18206","ENX2013","A157","EMP1022","C1011","2/20/2020","3","368","",""
"AX18248","ENX2064","A150","EMP1016","C1113","5/11/2020","3","1414","",""
"AX18277","ENX2080","A123","EMP1021","C1377","2/18/2020","1","2353","",""
"AX18291","ENX2082","A168","EMP1014","C1756","3/16/2020","2","1103","",""
"AX18303","ENX2066","A141","EMP1043","C1570","2/20/2020","3","2091","",""
"AX18328","ENX2073","A114","EMP1029","C1239","5/15/2020","4","95","",""
"AX18352","ENX2083","A123","EMP1035","C1058","3/8/2020","1","2141","",""
"AX18361","ENX2071","A151","EMP1000","C1530","4/27/2020","1","136","",""
"AX18391","ENX2095","A100","EMP1015","C1123","4/25/2020","4","1743","",""
"AX18428","ENX2062","A137","EMP1022","C1756","1/6/2020","3","2464","",""
"AX18442","ENX2078","A111","EMP1037","C1556","5/22/2020","1","1798","",""
"AX18450","ENX2041","A142","EMP1040","C1117","4/27/2020","1","1380","",""
"AX18454","ENX2095","A131","EMP1004","C1775","3/20/2020","3","1743","",""
"AX18471","ENX2086","A110","EMP1032","C1533","4/14/2020","4","123","",""
"AX18496","ENX2067","A126","EMP1017","C1566","3/4/2020","3","1119","",""
"AX18507","ENX2035","A164","EMP1036","C1079","2/4/2020","3","458","",""
"AX18519","ENX2070","A172","EMP1018","C1747","4/25/2020","2","1671","",""
"AX18525","ENX2023","A165","EMP1019","C1752","3/10/2020","1","818","",""
"AX18534","ENX2060","A167","EMP1008","C1013","5/20/2020","1","1467","",""
"AX18541","ENX2039","A146","EMP1024","C1702","3/22/2020","1","817","",""
"AX18596","ENX2086","A145","EMP1006","C1137","3/25/2020","1","123","",""
"AX18600","ENX2037","A152","EMP1009","C1245","1/28/2020","1","880","",""
"AX18608","ENX2076","A157","EMP1022","C1207","4/19/2020","1","1522","",""
"AX18610","ENX2087","A131","EMP1029","C1681","3/19/2020","1","1022","",""
"AX18633","ENX2074","A171","EMP1035","C1022","4/26/2020","1","504","",""
"AX18636","ENX2043","A112","EMP1037","C1289","2/17/2020","3","545","",""
"AX18658","ENX2055","A147","EMP1021","C1196","2/10/2020","1","2495","",""
"AX18672","ENX2058","A133","EMP1022","C1079","2/21/2020","3","2257","",""
"AX18678","ENX2028","A145","EMP1018","C1121","2/3/2020","3","2283","",""
"AX18710","ENX2093","A108","EMP1001","C1011","3/12/2020","1","112","",""
"AX18798","ENX2043","A101","EMP1002","C1441","3/17/2020","1","545","",""
"AX18803","ENX2090","A127","EMP1034","C1344","4/19/2020","1","1338","",""
"AX18806","ENX2092","A128","EMP1043","C1778","1/8/2020","1","1639","",""
"AX18817","ENX2043","A118","EMP1012","C1262","2/13/2020","2","545","",""
"AX18825","ENX2032","A157","EMP1031","C1678","2/27/2020","3","1967","",""
"AX18826","ENX2052","A135","EMP1040","C1377","3/1/2020","3","1526","",""
"AX18829","ENX2011","A101","EMP1029","C1449","2/28/2020","1","530","",""
"AX18831","ENX2072","A102","EMP1018","C1634","3/9/2020","2","1887","",""
"AX18836","ENX2085","A161","EMP1018","C1342","3/31/2020","1","1862","",""
"AX18837","ENX2072","A140","EMP1034","C1509","5/2/2020","4","1887","",""
"AX18857","ENX2088","A116","EMP1037","C1545","2/1/2020","3","603","",""
"AX18921","ENX2031","A125","EMP1043","C1138","1/14/2020","3","1638","",""
"AX18936","ENX2080","A134","EMP1044","C1758","4/7/2020","2","2353","",""
"AX18951","ENX2040","A172","EMP1040","C1709","1/10/2020","1","1889","",""
"AX18974","ENX2049","A137","EMP1009","C1487","3/17/2020","3","826","",""
"AX18975","ENX2058","A160","EMP1031","C1707","2/12/2020","1","2257","",""
"AX18987","ENX2061","A114","EMP1011","C1155","1/9/2020","1","913","",""
"AX18994","ENX2015","A149","EMP1004","C1033","1/20/2020","1","637","",""
"AX19003","ENX2077","A114","EMP1030","C1398","4/10/2020","1","530","",""
"AX19022","ENX2065","A146","EMP1016","C1508","5/22/2020","1","2396","",""
"AX19052","ENX2075","A158","EMP1009","C1434","5/17/2020","1","400","",""
"AX19082","ENX2040","A151","EMP1003","C1260","2/17/2020","1","1889","",""
"AX19091","ENX2023","A121","EMP1016","C1190","1/17/2020","1","818","",""
"AX19097","ENX2007","A127","EMP1017","C1724","5/11/2020","1","1405","",""
"AX19098","ENX2058","A146","EMP1016","C1318","4/4/2020","3","2257","",""
"AX19102","ENX2034","A119","EMP1026","C1350","5/21/2020","1","871","",""
"AX19118","ENX2096","A144","EMP1026","C1363","1/28/2020","1","1587","",""
"AX19161","ENX2034","A129","EMP1033","C1749","1/13/2020","1","871","",""
"AX19168","ENX2046","A167","EMP1025","C1530","5/24/2020","1","2410","",""
"AX19173","ENX2002","A142","EMP1024","C1102","2/15/2020","2","847","",""
"AX19182","ENX2029","A116","EMP1017","C1365","2/15/2020","1","1848","",""
"AX19206","ENX2054","A105","EMP1037","C1584","2/29/2020","4","127","",""
"AX19225","ENX2028","A137","EMP1009","C1236","2/9/2020","3","2283","",""
"AX19267","ENX2076","A152","EMP1039","C1209","5/12/2020","1","1522","",""
"AX19272","ENX2017","A135","EMP1006","C1308","2/20/2020","2","35","",""
"AX19274","ENX2071","A170","EMP1003","C1756","2/8/2020","4","136","",""
"AX19276","ENX2015","A135","EMP1040","C1087","1/5/2020","1","637","",""
"AX19308","ENX2095","A114","EMP1034","C1393","4/27/2020","4","1743","",""
"AX19332","ENX2012","A147","EMP1002","C1021","2/9/2020","4","1353","",""
"AX19352","ENX2098","A143","EMP1040","C1711","5/2/2020","2","1178","",""
"AX19353","ENX2017","A132","EMP1022","C1000","4/4/2020","1","35","",""
"AX19387","ENX2043","A173","EMP1003","C1317","3/11/2020","1","545","",""
"AX19413","ENX2004","A168","EMP1003","C1789","1/6/2020","4","1278","",""
"AX19433","ENX2028","A114","EMP1014","C1162","2/5/2020","1","2283","",""
"AX19435","ENX2012","A168","EMP1019","C1459","2/18/2020","1","1353","",""
"AX19440","ENX2077","A145","EMP1012","C1348","4/11/2020","4","530","",""
"AX19449","ENX2028","A151","EMP1029","C1153","4/23/2020","3","2283","",""
"AX19455","ENX2080","A151","EMP1018","C1331","2/19/2020","1","2353","",""
"AX19503","ENX2093","A154","EMP1022","C1655","3/27/2020","3","112","",""
"AX19512","ENX2073","A142","EMP1019","C1410","4/5/2020","1","95","",""
"AX19520","ENX2028","A138","EMP1039","C1377","1/4/2020","1","2283","",""
"AX19530","ENX2081","A121","EMP1033","C1724","2/16/2020","1","1566","",""
"AX19537","ENX2098","A116","EMP1029","C1044","3/15/2020","1","1178","",""
"AX19554","ENX2013","A133","EMP1044","C1536","3/20/2020","2","368","",""
"AX19560","ENX2077","A142","EMP1012","C1571","4/3/2020","3","530","",""
"AX19571","ENX2095","A128","EMP1015","C1671","5/19/2020","2","1743","",""
"AX19573","ENX2071","A102","EMP1004","C1751","4/10/2020","1","136","",""
"AX19603","ENX2000","A121","EMP1010","C1031","1/28/2020","3","2241","",""
"AX19605","ENX2018","A106","EMP1035","C1229","2/25/2020","1","1972","",""
"AX19626","ENX2003","A106","EMP1005","C1259","4/26/2020","3","1783","",""
"AX19646","ENX2040","A146","EMP1035","C1292","1/20/2020","1","1889","",""
"AX19655","ENX2000","A173","EMP1032","C1279","1/6/2020","1","2241","",""
"AX19686","ENX2021","A162","EMP1006","C1243","2/12/2020","3","217","",""
"AX19720","ENX2023","A156","EMP1035","C1720","5/8/2020","1","818","",""
"AX19743","ENX2059","A173","EMP1027","C1130","4/11/2020","3","1494","",""
"AX19755","ENX2011","A163","EMP1006","C1062","2/19/2020","4","530","",""
"AX19762","ENX2086","A143","EMP1017","C1736","5/25/2020","1","123","",""
"AX19763","ENX2088","A120","EMP1034","C1404","3/6/2020","4","603","",""
"AX19789","ENX2007","A170","EMP1021","C1131","2/15/2020","2","1405","",""
"AX19790","ENX2039","A149","EMP1030","C1725","3/22/2020","2","817","",""
"AX19791","ENX2087","A147","EMP1028","C1371","2/5/2020","3","1022","",""
"AX19795","ENX2076","A110","EMP1039","C1707","1/17/2020","1","1522","",""
"AX19799","ENX2077","A133","EMP1003","C1524","1/9/2020","2","530","",""
"AX19817","ENX2015","A170","EMP1026","C1538","1/23/2020","3","637","",""
"AX19834","ENX2003","A145","EMP1025","C1234","1/5/2020","4","1783","",""
"AX19835","ENX2092","A154","EMP1010","C1719","1/21/2020","4","1639","",""
"AX19842","ENX2013","A131","EMP1041","C1751","1/2/2020","4","368","",""
"AX19855","ENX2065","A125","EMP1005","C1103","3/18/2020","1","2396","",""
"AX19857","ENX2039","A119","EMP1043","C1789","3/23/2020","1","817","",""
"AX19861","ENX2071","A129","EMP1036","C1160","5/28/2020","3","136","",""
"AX19868","ENX2040","A122","EMP1019","C1117","3/16/2020","1","1889","",""
"AX19878","ENX2070","A141","EMP1000","C1783","1/21/2020","3","1671","",""
"AX19880","ENX2013","A162","EMP1040","C1124","4/3/2020","1","368","",""
"AX19906","ENX2069","A154","EMP1041","C1400","2/2/2020","1","378","",""
"AX19913","ENX2036","A111","EMP1044","C1382","4/17/2020","1","1582","",""
"AX19935","ENX2003","A143","EMP1005","C1658","1/11/2020","1","1783","",""
"AX19975","ENX2088","A112","EMP1013","C1765","2/26/2020","4","603","",""
"AX19996","ENX2031","A116","EMP1019","C1433","3/18/2020","1","1638","",""
"AX19999","ENX2020","A122","EMP1038","C1430","2/26/2020","3","2005","",""
"AX20005","ENX2055","A151","EMP1031","C1488","4/9/2020","1","2495","",""
"AX20017","ENX2018","A160","EMP1030","C1043","1/18/2020","1","1972","",""
"AX20020","ENX2022","A142","EMP1039","C1766","1/6/2020","3","561","",""
"AX20035","ENX2015","A147","EMP1016","C1685","5/5/2020","4","637","",""
"AX20041","ENX2055","A156","EMP1021","C1070","3/10/2020","1","2495","",""
"AX20042","ENX2013","A127","EMP1007","C1347","3/9/2020","2","368","",""
"AX20083","ENX2093","A124","EMP1031","C1184","5/30/2020","1","112","",""
"AX20122","ENX2092","A154","EMP1029","C1619","2/9/2020","1","1639","",""
"AX20133","ENX2000","A147","EMP1023","C1325","3/13/2020","3","2241","",""
"AX20145","ENX2056","A171","EMP1011","C1090","4/18/2020","4","1635","",""
"AX20153","ENX2070","A107","EMP1006","C1655","3/13/2020","1","1671","",""
"AX20172","ENX2061","A121","EMP1041","C1521","2/4/2020","1","913","",""
"AX20222","ENX2033","A114","EMP1007","C1105","3/30/2020","1","2182","",""
"AX20258","ENX2066","A138","EMP1037","C1752","3/29/2020","2","2091","",""
"AX20265","ENX2062","A114","EMP1005","C1164","3/18/2020","3","2464","",""
"AX20268","ENX2094","A173","EMP1036","C1289","3/6/2020","2","771","",""
"AX20270","ENX2009","A117","EMP1010","C1724","2/9/2020","1","584","",""
"AX20274","ENX2035","A122","EMP1041","C1016","5/26/2020","3","458","",""
"AX20275","ENX2045","A107","EMP1009","C1186","3/6/2020","4","556","",""
"AX20286","ENX2055","A145","EMP1009","C1342","4/19/2020","1","2495","",""
"AX20293","ENX2044","A137","EMP1038","C1118","3/16/2020","4","886","",""
"AX20322","ENX2033","A122","EMP1042","C1255","1/25/2020","2","2182","",""
"AX20330","ENX2020","A132","EMP1040","C1753","3/2/2020","1","2005","",""
"AX20337","ENX2082","A132","EMP1004","C1248","2/27/2020","1","1103","",""
"AX20353","ENX2060","A125","EMP1023","C1455","1/7/2020","1","1467","",""
"AX20378","ENX2076","A102","EMP1022","C1100","2/5/2020","2","1522","",""
"AX20393","ENX2033","A160","EMP1041","C1449","2/16/2020","2","2182","",""
"AX20399","ENX2002","A146","EMP1033","C1551","3/31/2020","3","847","",""
"AX20414","ENX2084","A145","EMP1009","C1384","5/9/2020","1","1783","",""
"AX20417","ENX2078","A156","EMP1028","C1566","4/8/2020","2","1798","",""
"AX20418","ENX2009","A151","EMP1034","C1063","4/27/2020","1","584","",""
"AX20426","ENX2047","A137","EMP1043","C1392","2/14/2020","1","290","",""
